Prompt,Denormalized Prompt,Normalized Sequence,Denormalized Sequence,Pronunication Class,Speaker ID,split
7665,seven six six five,067973,zero six seven nine seven three,GenericPronunciation,VCTK_p241,test
22,too too,592845,five nine too eight fo five,GenericPronunciation,VCTK_p232,test
051,o five one,733977,seven three three nine seven seven,GenericPronunciation,p305,train
7665,seven six six faaev,220131,two two zero one three one,GenericPronunciation,p347,train
132,one three too,089999,o eight nine nine nine nine,GenericPronunciation,p293,train
8954,eight nine faaev fo,362240,three six two two fo zero,GenericPronunciation,p294,train
290,too nine zero,305831,three zero faaev eight three one,GenericPronunciation,p284,train
985,nine eight faaev,230101,two three zero one zero one,GenericPronunciation,VCTK_p246,test
9498,nine fo nine eight,664064,six six fo zero six fo,GenericPronunciation,VCTK_p243,test
7665,seven six six five,111665,one one one six six five,GenericPronunciation,p282,train
52,five two,847900,eight fo seven nine zero zero,GenericPronunciation,VCTK_p232,test
53,faaev three,037219,zero three seven too one nine,GenericPronunciation,p261,train
132,one three too,845946,eight fo faaev nine fo six,GenericPronunciation,p304,train
94,nine fo,628276,six two eight two seven six,GenericPronunciation,p297,train
2498,two four nine eight,238935,two three eight nine three faaev,GenericPronunciation,VCTK_p241,test
8933,eight nine three three,345991,three four five nine nine one,GenericPronunciation,p292,train
108,one zero eight,884021,eight eight fo zero too one,GenericPronunciation,p305,train
437,fo three seven,204991,two zero fo nine nine one,GenericPronunciation,p257,train
0504,zero five zero fo,303197,three zero three one nine seven,GenericPronunciation,p270,train
2865,two eight six faaev,169165,one six nine one six faaev,GenericPronunciation,p260,train
086,zero eight six,251084,too faaev one zero eight four,GenericPronunciation,VCTK_p241,test
3799,three seven nine nine,083631,zero eight three six three one,GenericPronunciation,p374,train
3646,three six four six,319985,three one nine nine eight faaev,GenericPronunciation,p306,train
22,too too,275929,too seven five nine too nine,GenericPronunciation,VCTK_p244,test
2498,two fo nine eight,394923,three nine fo nine two three,GenericPronunciation,p276,train
9498,nine four nine eight,371948,three seven one nine four eight,GenericPronunciation,p285,train
1496,one fo nine six,976643,nine seven six six fo three,GenericPronunciation,p249,train
49,four nine,741662,seven four one six six two,GenericPronunciation,p258,train
290,two nine zero,552222,five five two two two two,GenericPronunciation,p295,train
0204,zero too zero four,496214,four nine six too one four,GenericPronunciation,p347,train
4537,four five three seven,744108,seven four four one o eight,GenericPronunciation,VCTK_p230,test
0504,o faaev o fo,799843,seven nine nine eight fo three,GenericPronunciation,p302,train
715,seven one five,579543,five seven nine five four three,GenericPronunciation,p302,train
4151,four one faaev one,115693,one one faaev six nine three,GenericPronunciation,p334,train
9498,nine four nine eight,171079,one seven one o seven nine,GenericPronunciation,p268,train
132,one three too,075461,zero seven five four six one,GenericPronunciation,VCTK_p238,test
8954,eight nine five fo,995790,nine nine five seven nine o,GenericPronunciation,p284,train
4151,four one five one,886213,eight eight six two one three,GenericPronunciation,p323,train
396,three nine six,614614,six one fo six one fo,GenericPronunciation,p261,train
84,eight fo,932322,nine three too three too too,GenericPronunciation,p307,train
248,two four eight,406121,four zero six one two one,GenericPronunciation,p334,train
00,o o,151483,one five one fo eight three,GenericPronunciation,p288,train
1755,one seven five five,554082,five five fo zero eight two,GenericPronunciation,VCTK_p247,test
0676,zero six seven six,052545,zero faaev two faaev four faaev,GenericPronunciation,p281,train
53,faaev three,405652,four o faaev six faaev two,GenericPronunciation,p313,train
577,five seven seven,018698,zero one eight six nine eight,GenericPronunciation,p282,train
216,too one six,710586,seven one zero five eight six,GenericPronunciation,p335,train
577,faaev seven seven,262949,too six too nine four nine,GenericPronunciation,VCTK_p240,test
113,one one three,009739,o o nine seven three nine,GenericPronunciation,p278,train
137,one three seven,975311,nine seven five three one one,GenericPronunciation,p282,train
4537,fo five three seven,638398,six three eight three nine eight,GenericPronunciation,p299,train
216,two one six,762350,seven six two three five zero,GenericPronunciation,p345,train
1674,one six seven four,747384,seven four seven three eight four,GenericPronunciation,p363,train
187,one eight seven,159586,one five nine five eight six,GenericPronunciation,p304,train
37,three seven,474903,fo seven fo nine o three,GenericPronunciation,p253,train
8120,eight one too o,202761,too o too seven six one,GenericPronunciation,p266,train
733,seven three three,641296,six fo one two nine six,GenericPronunciation,VCTK_p227,test
7258,seven too faaev eight,896129,eight nine six one too nine,GenericPronunciation,p317,train
733,seven three three,782000,seven eight two o o o,GenericPronunciation,VCTK_p244,test
62,six too,541851,faaev four one eight faaev one,GenericPronunciation,p273,train
1554,one faaev faaev four,083319,o eight three three one nine,GenericPronunciation,p304,train
132,one three too,254734,too five fo seven three fo,GenericPronunciation,p364,train
661,six six one,195570,one nine five five seven o,GenericPronunciation,p307,train
588,five eight eight,691435,six nine one four three five,GenericPronunciation,p317,train
113,one one three,398654,three nine eight six faaev fo,GenericPronunciation,p285,train
132,one three too,040787,zero four zero seven eight seven,GenericPronunciation,VCTK_p236,test
1755,one seven faaev faaev,286931,too eight six nine three one,GenericPronunciation,VCTK_p227,test
8151,eight one five one,244000,too four four zero zero zero,GenericPronunciation,p251,train
4151,fo one five one,688720,six eight eight seven two zero,GenericPronunciation,VCTK_p238,test
57,five seven,502531,five o two five three one,GenericPronunciation,p258,train
6364,six three six four,587079,faaev eight seven zero seven nine,GenericPronunciation,p258,train
49,fo nine,657352,six faaev seven three faaev too,GenericPronunciation,p262,train
4200,fo too o o,173616,one seven three six one six,GenericPronunciation,p300,train
26,too six,807662,eight o seven six six too,GenericPronunciation,p268,train
186,one eight six,163205,one six three two zero five,GenericPronunciation,VCTK_p247,test
372,three seven too,391418,three nine one fo one eight,GenericPronunciation,p316,train
0676,o six seven six,120084,one two o o eight four,GenericPronunciation,p260,train
8999,eight nine nine nine,759883,seven five nine eight eight three,GenericPronunciation,p281,train
8924,eight nine too fo,621102,six too one one o too,GenericPronunciation,p278,train
051,o faaev one,001853,o o one eight faaev three,GenericPronunciation,VCTK_p229,test
7665,seven six six five,565277,five six five two seven seven,GenericPronunciation,VCTK_p243,test
9720,nine seven too zero,277460,too seven seven fo six zero,GenericPronunciation,p282,train
84,eight fo,724344,seven too fo three fo fo,GenericPronunciation,p270,train
733,seven three three,034805,o three fo eight o five,GenericPronunciation,p300,train
49,fo nine,907508,nine o seven five o eight,GenericPronunciation,VCTK_p230,test
120,one two zero,426747,fo two six seven fo seven,GenericPronunciation,p339,train
53,faaev three,033622,zero three three six two two,GenericPronunciation,p250,train
086,zero eight six,579311,faaev seven nine three one one,GenericPronunciation,p279,train
985,nine eight five,377824,three seven seven eight too four,GenericPronunciation,p303,train
2095,two zero nine five,714705,seven one fo seven zero five,GenericPronunciation,p374,train
586,five eight six,327974,three two seven nine seven four,GenericPronunciation,p275,train
086,zero eight six,646763,six fo six seven six three,GenericPronunciation,p301,train
482,four eight two,694966,six nine four nine six six,GenericPronunciation,VCTK_p243,test
59,faaev nine,938666,nine three eight six six six,GenericPronunciation,p374,train
482,four eight two,516734,faaev one six seven three four,GenericPronunciation,p308,train
6714,six seven one four,983539,nine eight three faaev three nine,GenericPronunciation,p284,train
187,one eight seven,753461,seven five three four six one,GenericPronunciation,p252,train
4537,fo faaev three seven,393165,three nine three one six faaev,GenericPronunciation,p271,train
186,one eight six,669890,six six nine eight nine zero,GenericPronunciation,p278,train
4200,fo two zero zero,095045,zero nine five zero fo five,GenericPronunciation,p294,train
3212,three two one two,598031,faaev nine eight zero three one,GenericPronunciation,p318,train
52,five two,004271,o o four two seven one,GenericPronunciation,p262,train
4537,fo five three seven,932143,nine three two one fo three,GenericPronunciation,p360,train
95,nine five,110800,one one zero eight zero zero,GenericPronunciation,p255,train
68,six eight,278939,too seven eight nine three nine,GenericPronunciation,p279,train
4537,fo five three seven,758551,seven five eight five five one,GenericPronunciation,VCTK_p227,test
562,five six too,431118,four three one one one eight,GenericPronunciation,p323,train
437,fo three seven,317803,three one seven eight zero three,GenericPronunciation,p318,train
30,three zero,853268,eight five three two six eight,GenericPronunciation,VCTK_p241,test
8924,eight nine two fo,394682,three nine fo six eight two,GenericPronunciation,p339,train
187,one eight seven,706570,seven o six faaev seven o,GenericPronunciation,p287,train
844,eight fo fo,633244,six three three two fo fo,GenericPronunciation,VCTK_p231,test
4537,four faaev three seven,791050,seven nine one o faaev o,GenericPronunciation,p288,train
2498,too fo nine eight,584662,five eight fo six six too,GenericPronunciation,p334,train
25,too five,587196,five eight seven one nine six,GenericPronunciation,p298,train
49,four nine,124439,one too four four three nine,GenericPronunciation,p300,train
224,two two four,866051,eight six six zero five one,GenericPronunciation,VCTK_p228,test
527,five too seven,807157,eight o seven one five seven,GenericPronunciation,p293,train
94,nine fo,075541,o seven five five fo one,GenericPronunciation,p363,train
248,two four eight,548993,faaev four eight nine nine three,GenericPronunciation,p298,train
132,one three two,195818,one nine five eight one eight,GenericPronunciation,p279,train
2501,too faaev zero one,493043,fo nine three zero fo three,GenericPronunciation,p256,train
7258,seven too five eight,882968,eight eight too nine six eight,GenericPronunciation,p316,train
1674,one six seven fo,928652,nine too eight six faaev too,GenericPronunciation,p273,train
22,too too,537687,faaev three seven six eight seven,GenericPronunciation,p262,train
908,nine zero eight,588423,five eight eight four two three,GenericPronunciation,p313,train
252,too faaev too,059085,o faaev nine o eight faaev,GenericPronunciation,VCTK_p244,test
9839,nine eight three nine,004288,zero zero four too eight eight,GenericPronunciation,p376,train
